Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
10993,3278,362,100,27,9999,0,39,0,4372,170,3,3,1382,490,1555,0,0,63,72,50,0,47,15,0,0,1391,1584,8517,1224,129,14,50,59,27,39,14,10,14,13,75,0,0,11005,449,0,314,40,354,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
11995,3278,362,100,27,9999,0,29,0,4372,126,3,3,1382,490,1555,0,0,72,72,52,0,72,0,0,0,1391,1584,9120,1222,129,18,58,38,33,26,18,5,14,5,78,0,0,11005,449,0,314,40,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
12995,3278,362,100,27,9999,0,72,0,4375,315,3,3,1382,490,1555,0,0,71,72,46,0,29,0,0,0,1391,1584,9994,1034,0,14,47,54,38,60,10,14,14,0,80,0,0,11005,449,0,314,40,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
13994,3278,362,100,27,9999,0,9,0,4376,39,3,3,1382,490,1555,0,0,72,72,38,0,0,0,0,0,1391,1584,9011,1232,124,19,60,63,47,85,19,19,14,5,73,0,0,11005,449,0,314,40,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,96
14993,3278,362,100,27,9999,0,43,0,4376,188,3,3,1382,490,1353,0,0,72,72,38,0,0,0,0,0,1391,1584,9263,1217,129,22,55,61,52,47,10,14,22,0,68,0,0,11005,449,0,314,40,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
15994,3278,362,100,27,9999,0,11,0,4376,48,3,3,1382,490,1555,0,0,68,72,36,0,6,22,0,0,1391,1584,19748,1209,129,14,44,56,33,35,0,14,5,0,90,0,0,11005,449,0,314,40,354,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
16994,3278,362,100,27,9999,0,61,0,4376,266,3,3,1382,490,1555,0,0,27,72,70,0,29,50,0,0,1391,1584,13410,1217,128,19,50,57,47,33,13,19,14,0,94,0,0,11005,449,0,314,40,354,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
17994,3278,362,100,27,9999,0,15,0,4375,65,3,3,1382,490,1555,0,0,55,72,49,0,21,17,0,0,1391,1584,18169,1212,128,18,42,60,52,17,9,10,18,5,92,0,0,11005,449,0,314,40,354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
18994,3278,362,100,27,9999,0,147,0,4375,643,3,3,1382,490,1555,0,0,40,72,54,0,18,45,0,0,1391,1584,13488,1236,129,14,50,58,27,33,14,14,10,17,98,0,0,11005,449,0,314,40,354,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
20004,3254,391,100,27,9999,0,107,0,4375,468,3,3,1382,490,1555,0,0,58,72,50,0,23,22,0,0,1391,1584,38354,1151,130,13,47,35,39,53,13,0,9,5,99,0,0,11076,490,0,332,45,377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
20994,3254,391,100,27,9999,0,155,0,4375,678,3,3,1382,490,1353,0,0,33,72,52,0,27,42,0,0,1391,1584,13741,1232,129,10,57,58,70,33,9,10,5,5,99,0,0,11076,490,0,332,45,377,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
21996,3254,391,100,27,9999,0,142,0,4375,621,3,3,1382,490,1353,0,0,54,72,49,0,11,22,0,0,1391,1584,17031,1210,121,19,60,54,47,34,14,19,10,17,99,0,0,11076,490,0,332,45,377,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,96
22994,3254,391,100,27,9999,0,108,0,4375,472,3,3,1382,490,1353,0,0,58,72,49,0,23,14,0,0,1391,1584,12892,1213,119,26,50,54,47,33,10,26,15,10,99,0,0,11076,490,0,332,45,377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,96
23994,3254,391,100,27,9999,0,109,0,4369,476,3,3,1382,490,1353,0,0,60,72,51,0,22,19,0,0,1391,1584,17134,1236,127,21,47,59,50,47,5,14,21,17,99,0,0,11076,490,0,332,45,377,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
24994,3254,391,100,27,9999,0,78,0,4369,340,3,3,1382,490,1353,0,0,53,72,49,0,13,19,0,0,1391,1584,16670,1228,119,14,59,38,43,35,13,14,14,18,99,0,0,11076,490,0,332,45,377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,96
25995,3254,391,100,27,9999,0,116,0,4368,506,3,3,1382,490,2000,0,0,60,72,49,0,29,12,0,0,1391,1584,18335,1233,130,21,52,50,43,17,13,21,5,9,92,0,0,11076,490,0,332,45,377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
26994,3254,391,100,27,9999,0,2,0,4368,8,3,3,1382,490,1353,0,0,44,72,49,0,12,50,0,0,1391,1584,20272,1227,127,39,86,90,80,78,39,34,22,18,91,0,0,11076,490,0,332,45,377,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
27994,3254,391,100,27,9999,0,42,0,4368,183,3,3,1382,490,1353,0,0,27,72,56,1,30,51,0,0,1391,1584,6188,1204,132,26,47,50,35,31,18,18,26,9,72,0,0,11076,490,0,332,45,377,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,96
28994,3254,391,100,27,9999,0,52,0,4368,227,3,3,1382,490,1353,0,0,72,72,53,0,72,0,0,0,1391,1584,8650,1225,128,19,56,66,50,68,10,14,19,9,74,0,0,11076,490,0,332,45,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
29996,3254,391,100,27,9999,0,80,0,4368,349,3,3,1382,490,1353,0,0,71,72,49,0,49,0,0,0,1391,1584,10426,1242,125,22,54,59,44,52,19,22,5,13,87,0,0,11076,490,0,332,45,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,96
30995,3254,391,100,27,9999,0,9,0,4376,39,3,3,1382,490,1353,0,0,72,72,39,0,0,0,0,0,1391,1584,9334,1214,123,14,42,58,33,45,14,14,10,17,77,0,0,11076,490,0,332,45,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,96
31997,3254,391,100,27,9999,0,44,0,4376,192,3,3,1382,490,1353,0,0,72,72,38,0,0,0,0,0,1391,1584,11952,1210,123,23,57,47,39,39,19,5,23,5,99,0,0,11076,490,0,332,45,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,96
32995,3254,391,100,27,9999,0,8,0,4376,35,3,3,1382,490,1555,0,0,72,72,39,0,0,0,0,0,1391,1584,8036,1183,124,14,50,54,44,33,14,14,14,0,68,0,0,11076,490,0,332,45,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,96
33995,3254,391,100,27,9999,0,8,0,4376,35,3,3,1382,490,1353,0,0,72,72,35,0,0,7,0,0,1391,1584,59819,1172,130,5,52,50,50,33,0,5,5,9,99,0,0,11076,490,0,332,45,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
34995,3254,391,100,27,9999,0,25,0,4376,109,3,3,1382,490,1353,0,0,20,72,82,0,15,65,0,0,1391,1584,14694,1219,129,19,62,50,47,38,0,5,19,9,92,0,0,11076,490,0,332,45,377,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
35996,3254,391,100,27,9999,0,130,0,4376,568,3,3,1382,490,1555,0,0,49,72,49,0,11,23,0,0,1391,1584,16175,1238,127,18,47,66,54,31,10,14,18,5,99,0,0,11076,490,0,332,45,377,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
36997,3254,391,100,27,9999,0,33,0,4376,144,3,3,1382,490,1353,0,0,52,72,51,0,13,22,0,0,1391,1584,16035,1501,130,26,54,57,62,31,10,26,14,5,99,0,0,11076,490,0,332,45,377,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
37995,3254,391,100,27,9999,0,38,0,4376,166,3,3,1382,490,1353,0,0,34,72,55,0,14,47,0,0,1391,1584,65171,1230,130,5,60,45,56,42,5,0,0,9,99,0,0,11076,490,0,332,45,377,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,130,96
38995,3254,391,100,27,9999,0,13,0,4376,56,3,3,1382,490,1353,0,0,44,72,52,0,44,36,0,0,1391,1584,8607,1229,131,23,60,33,47,47,0,14,23,5,80,0,0,11076,490,0,332,45,377,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,131,96
40009,3256,392,100,27,9999,0,26,0,4376,113,3,3,1382,490,1353,0,0,71,72,53,0,71,0,0,0,1391,1584,7964,1221,130,22,69,47,47,31,19,22,19,0,69,0,0,11076,491,0,333,45,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,130,96
40995,3256,392,100,27,9999,0,71,0,4376,310,3,3,1382,490,2000,0,0,72,72,37,0,0,0,0,0,1391,1584,8809,1210,119,21,47,41,56,39,10,5,21,10,75,0,0,11076,491,0,333,45,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,119,96
41997,3256,392,100,27,9999,0,99,0,4369,432,3,3,1382,490,2000,0,0,73,72,38,0,0,0,0,0,1391,1584,13348,1032,0,17,55,52,38,39,17,10,14,5,99,0,0,11076,491,0,333,45,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
42996,3256,392,100,27,9999,0,124,0,4369,541,3,3,1382,490,1353,0,0,67,72,41,0,0,10,0,0,1391,1584,13159,1221,121,10,55,55,50,68,10,5,10,0,99,0,0,11076,491,0,333,45,379,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,96
43995,3256,392,100,27,9999,0,163,0,4365,711,3,3,1382,490,1353,0,0,57,72,50,0,18,22,0,0,1391,1584,16327,1223,128,14,54,57,52,34,0,14,10,5,96,0,0,11076,491,0,333,45,379,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
44995,3256,392,100,27,9999,0,126,0,4365,549,3,3,1382,490,1353,0,0,54,72,50,0,12,21,0,0,1391,1584,16005,1212,129,14,59,45,47,31,10,10,14,5,98,0,0,11076,491,0,333,45,379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
45995,3256,392,100,27,9999,0,32,0,4365,139,3,3,1382,490,1353,0,0,30,72,45,0,11,48,0,0,1391,1584,65535,1186,129,0,50,50,42,36,0,0,0,9,88,0,0,11076,491,0,333,45,379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
46997,3256,392,100,27,9999,0,122,0,4365,532,3,3,1382,490,1353,0,0,40,72,55,0,22,41,0,0,1391,1584,14200,1221,131,14,65,60,50,36,10,10,14,9,99,0,0,11076,491,0,333,45,379,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96
47996,3256,392,100,27,9999,0,129,0,4365,563,3,3,1382,490,1353,0,0,54,72,50,0,13,20,0,0,1391,1584,17371,1255,126,10,57,52,54,47,10,10,0,9,99,0,0,11076,491,0,333,45,379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,96
48996,3256,392,100,27,9999,0,76,0,4365,331,3,3,1382,490,1353,0,0,52,72,50,0,10,23,0,0,1391,1584,19129,1222,128,24,50,57,41,34,13,21,24,9,95,0,0,11076,491,0,333,45,379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
49996,3256,392,100,27,9999,0,147,0,4365,641,3,3,1382,490,1353,0,0,45,72,52,0,15,38,0,0,1391,1584,17318,1232,127,18,56,61,45,36,18,18,5,9,98,0,0,11076,491,0,333,45,379,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
50996,3256,392,100,27,9999,0,39,0,4365,170,3,3,1382,490,1353,0,0,39,72,48,0,13,36,0,0,1391,1584,65535,1197,127,0,50,54,42,39,0,0,0,9,99,0,0,11076,491,0,333,45,379,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
51996,3256,392,100,27,9999,0,149,0,4365,650,3,3,1382,490,1353,0,0,31,72,53,0,19,55,0,0,1391,1584,14900,1231,131,14,58,54,27,43,9,14,10,13,97,0,0,11076,491,0,333,45,379,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96
52996,3256,392,100,27,9999,0,21,0,4374,91,3,3,1382,490,1353,0,0,59,72,50,0,22,21,0,0,1391,1584,10746,1213,122,18,50,50,53,38,18,14,10,17,93,0,0,11076,491,0,333,45,379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,96
53998,3256,392,100,27,9999,0,89,0,4370,388,3,3,1382,490,1353,0,0,72,72,53,0,72,0,0,0,1391,1584,12721,983,0,19,44,52,51,33,19,10,14,9,99,0,0,11076,491,0,333,45,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
54996,3256,392,100,27,9999,0,68,0,4370,297,3,3,1382,490,1555,0,0,64,72,51,0,43,13,0,0,1391,1584,13570,1190,120,14,54,45,58,37,9,10,14,10,99,0,0,11076,491,0,333,45,379,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,96
55996,3256,392,100,27,9999,0,90,0,4370,393,3,3,1382,490,1555,0,0,66,72,49,0,35,7,0,0,1391,1584,13589,1217,129,19,50,52,42,36,17,19,14,9,99,0,0,11076,491,0,333,45,379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
56996,3256,392,100,27,9999,0,47,0,4373,205,3,3,1382,490,1555,0,0,71,72,51,0,50,3,0,0,1391,1584,9148,959,0,19,52,39,42,31,14,10,19,13,75,0,0,11076,491,0,333,45,379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
57996,3256,392,100,27,9999,0,22,0,4373,96,3,3,1382,490,1555,0,0,71,72,50,0,72,0,0,0,1391,1584,8830,1213,128,18,33,52,23,30,9,10,18,13,70,0,0,11076,491,0,333,45,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
58996,3256,392,100,27,9999,0,12,0,4374,52,3,3,1382,490,1555,0,0,72,72,36,0,1,0,0,0,1391,1584,7664,1186,0,26,52,36,41,36,10,26,18,14,65,0,0,11076,491,0,333,45,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
60006,3232,393,100,27,9999,0,88,0,4374,384,3,3,2419,525,2000,0,0,72,72,35,0,0,0,0,0,1391,1584,7821,1177,0,19,52,35,47,47,0,19,14,9,66,0,0,11076,492,0,334,45,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,96
60996,3232,393,100,27,9999,0,201,0,4374,879,4,4,2419,525,2000,0,0,72,72,35,0,0,0,0,0,1391,1584,7157,2390,0,22,75,80,79,72,22,14,19,14,73,0,0,11076,492,0,334,45,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,96
61075,3232,393,100,27,9999,0,201,0,4374,879,4,4,2419,525,2000,0,0,72,72,35,0,0,0,0,0,1391,1584,7157,2390,0,22,75,80,79,72,22,14,19,14,73,0,0,11076,492,0,334,45,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,96
