Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
23990,2630,624,99,28,9999,0,1276,0,4161,5309,3,3,1478,490,2000,1,0,6,72,13,0,0,72,0,0,1391,1584,4959,1323,292,4,18,29,35,39,4,4,0,18,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,96
24990,2630,624,99,28,9999,0,1319,0,4161,5488,3,3,1478,490,2000,1,0,6,72,41,2,0,72,0,0,1391,1584,41634,1350,288,13,40,27,39,41,9,13,9,18,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,96
25990,2630,624,99,28,9999,0,1251,0,4161,5205,3,3,1478,490,2000,1,0,10,72,41,2,0,72,0,0,1391,1584,41634,1350,288,13,40,27,39,41,9,13,9,18,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,96
26990,2630,624,99,28,9999,0,1204,0,4161,5009,3,3,1478,490,2000,1,0,6,72,61,0,0,72,0,0,1391,1584,6357,1343,292,9,33,25,33,55,0,4,9,0,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,96
27991,2630,624,99,28,9999,0,1208,0,4161,5026,3,3,1478,490,2000,1,0,4,72,105,19,0,72,0,0,1391,1584,18829,940,0,4,17,43,42,36,0,0,4,10,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
28991,2630,624,99,28,9999,0,1262,0,4161,5251,3,3,1478,490,2000,1,0,4,72,106,2,0,72,0,0,1391,1584,18781,956,0,9,31,30,34,44,0,9,0,5,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
29991,2630,624,98,28,9999,0,1235,0,4161,5138,3,3,1478,490,2000,1,0,3,72,108,2,0,72,0,0,1391,1584,11941,910,0,0,26,44,34,44,0,0,0,10,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
30991,2630,624,98,28,9999,0,1187,0,4161,4939,3,3,1478,490,2000,1,0,3,72,108,40,0,72,0,0,1391,1584,10439,887,0,9,21,30,21,44,0,0,9,18,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
31992,2630,624,98,28,9999,0,1213,0,4161,5047,3,3,1478,490,2000,1,0,2,72,108,21,0,72,0,0,1391,1584,0,893,0,13,30,31,39,51,13,0,13,14,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
32991,2630,624,98,28,9999,0,1265,0,4161,5263,3,3,1478,490,2000,1,0,6,72,108,0,0,72,0,0,1391,1584,0,866,0,4,17,28,33,30,0,0,4,10,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
33991,2630,624,98,28,9999,0,1286,0,4161,5351,3,3,1478,490,2000,1,0,5,72,106,0,0,72,0,0,1391,1584,65535,893,0,9,38,26,38,40,9,5,0,25,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
