Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
31994,2844,458,95,19,9999,0,1459,0,4007,5846,3,3,1478,490,2000,1,0,57,72,41,0,0,0,0,0,1391,1584,10398,943,0,18,25,42,33,17,14,18,18,19,82,0,0,12737,573,0,399,44,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
32994,2844,458,95,19,9999,0,1499,0,4007,6006,3,3,1478,490,2000,1,0,57,72,40,0,0,1,0,0,1391,1584,12223,1044,147,19,45,42,47,42,19,10,17,18,94,0,0,12737,573,0,399,44,443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,96
33994,2844,458,95,19,9999,0,1490,0,4007,5970,3,3,1478,490,2000,1,0,57,72,46,0,7,0,0,0,1391,1584,14528,931,0,10,50,50,42,39,10,5,5,19,99,0,0,12737,573,0,399,44,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
34994,2844,458,95,19,9999,0,1328,0,4007,5321,3,3,1478,490,2000,1,0,52,72,45,0,3,20,0,0,1391,1584,37082,1337,241,13,50,46,41,33,9,13,4,14,99,0,0,12737,573,0,399,44,443,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,96
35994,2844,458,95,19,9999,0,1291,0,4007,5173,3,3,1478,490,2000,1,0,22,72,54,0,0,72,0,0,1391,1584,65535,949,0,9,39,45,41,26,9,5,0,5,99,0,0,12737,573,0,399,44,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
36994,2844,458,95,19,9999,0,1331,0,4007,5333,3,3,1478,490,2000,1,0,9,72,62,0,0,72,0,0,1391,1584,14046,928,0,14,43,43,43,37,14,10,5,14,79,0,0,12737,573,0,399,44,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
37994,2844,458,95,19,9999,0,1268,0,4007,5080,3,3,1478,490,2000,1,0,22,72,59,0,13,51,0,0,1391,1584,65535,902,0,9,51,38,40,31,9,0,0,10,99,0,0,12737,573,0,399,44,443,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
38995,2844,458,95,19,9999,0,1271,0,4007,5092,3,3,1478,490,2000,1,0,8,72,26,1,0,72,0,0,1391,1584,65535,947,0,5,50,40,38,50,5,5,5,10,99,0,0,12737,573,0,399,44,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
40005,2832,469,95,19,9999,0,1280,0,4007,5128,3,3,1478,490,2000,1,0,8,72,22,0,0,72,0,0,1391,1584,65535,959,0,5,29,27,51,42,4,5,0,5,99,0,0,12745,584,0,409,44,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
40994,2832,469,95,19,9999,0,1345,0,4007,5389,3,3,1478,490,2000,1,0,8,72,12,0,0,72,0,0,1391,1584,26014,968,0,5,33,0,21,16,5,5,0,10,99,0,0,12745,584,0,409,44,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
