Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
31997,3211,426,100,28,9999,0,0,0,4379,0,3,3,1382,441,1353,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,96
32993,3211,426,100,28,9999,0,2,0,4378,8,3,3,1382,441,1555,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,96
33993,3211,426,100,28,9999,0,0,0,4378,0,3,3,1382,441,1353,0,0,72,72,30,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,96
34992,3211,426,100,28,9999,0,0,0,4378,0,3,3,1382,441,1353,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,338,409,96
35994,3211,426,100,28,9999,0,0,0,4378,0,3,3,2419,525,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,355,426,96
36996,3211,426,100,28,9999,0,73,0,4378,319,3,3,2419,525,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,71,96
38029,3211,426,100,28,9999,0,201,0,4378,879,3,3,2419,441,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,76,96
39029,3211,426,100,28,9999,0,277,0,4378,1212,3,3,2419,525,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11108,515,0,362,47,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,373,444,96
40041,3144,447,100,28,9999,0,301,0,4378,1317,3,3,2419,525,2000,0,0,72,72,32,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,586,657,96
41028,3144,447,100,28,9999,0,199,0,4378,871,3,3,2419,441,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,593,664,96
42031,3144,447,100,28,9999,0,110,0,4378,481,3,3,2419,441,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,71,96
43030,3144,447,100,28,9999,0,44,0,4373,192,3,3,2419,441,2000,0,0,72,72,30,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,74,96
44029,3144,447,100,28,9999,0,38,0,4373,166,3,3,1382,441,1353,0,0,72,72,30,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,45,116,96
45029,3144,447,100,28,9999,0,14,0,4373,61,3,3,1382,441,1353,0,0,72,72,30,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,71,96
46029,3144,447,100,28,9999,0,14,0,4373,61,3,3,1382,441,1353,0,0,72,72,30,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,96
47030,3144,447,100,28,9999,0,3,0,4373,13,3,3,1382,441,1353,0,0,72,72,30,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,71,96
48030,3144,447,100,28,9999,0,10,0,4378,43,3,3,1382,441,1353,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,71,96
49029,3144,447,100,28,9999,0,1,0,4378,4,3,3,1382,441,1353,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,71,96
50029,3144,447,100,28,9999,0,19,0,4378,83,3,3,1382,441,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,96
51029,3144,447,100,28,9999,0,60,0,4378,262,3,3,2419,525,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,369,440,96
52030,3144,447,100,28,9999,0,41,0,4375,179,3,3,2419,525,2000,0,0,72,72,31,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,459,530,96
53033,3144,447,100,28,9999,0,170,0,4362,741,3,3,2419,525,2000,0,0,72,72,30,0,0,0,0,0,1391,1584,4953,1111,71,75,71,80,70,69,44,60,75,0,46,0,0,11175,536,0,384,47,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,444,515,96
