Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
10991,3343,338,99,28,9999,0,63,0,4328,272,3,3,1382,490,1353,0,0,72,72,38,0,0,0,0,0,1391,1584,11891,1233,129,21,47,50,39,36,21,5,10,13,99,0,0,10993,437,0,292,37,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
11991,3343,338,99,28,9999,0,116,0,4326,501,3,3,1382,490,1353,0,0,55,72,47,0,3,22,0,0,1391,1584,19648,1236,127,14,60,35,44,38,10,0,14,5,99,0,0,10993,437,0,292,37,330,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
12991,3343,338,99,28,9999,0,18,0,4323,77,3,3,1382,490,1353,0,0,44,72,53,0,3,34,0,0,1391,1584,20260,1240,125,18,52,63,52,50,18,17,18,9,99,0,0,10993,437,0,292,37,330,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,96
13991,3343,338,99,28,9999,0,27,0,4323,116,3,3,1382,490,1555,0,0,45,72,50,0,5,29,0,0,1391,1584,19711,1245,130,14,50,42,36,33,10,0,14,13,98,0,0,10993,437,0,292,37,330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
14991,3343,338,99,28,9999,0,62,0,4323,268,3,3,1382,490,1555,0,0,43,72,52,0,1,32,0,0,1391,1584,21111,1259,131,14,52,41,52,44,10,5,14,13,97,0,0,10993,437,0,292,37,330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96
15991,3343,338,99,28,9999,0,69,0,4323,298,3,3,1382,490,1555,0,0,50,72,48,0,8,24,0,0,1391,1584,16984,1254,130,5,57,71,52,50,5,0,0,9,98,0,0,10993,437,0,292,37,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,130,96
16991,3343,338,99,28,9999,0,26,0,4324,112,3,3,1382,490,1555,0,0,53,72,50,0,20,19,0,0,1391,1584,16555,1246,129,24,55,50,50,47,18,24,21,9,99,0,0,10993,437,0,292,37,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,129,96
17991,3343,338,98,28,9999,0,93,0,4324,402,3,3,1382,490,1555,0,0,52,72,50,0,15,23,0,0,1391,1584,16048,1242,129,18,52,55,58,42,18,5,14,17,98,0,0,10993,437,0,292,37,330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,129,96
18991,3343,338,98,28,9999,0,59,0,4324,255,3,3,1382,490,1555,0,0,58,72,50,0,22,15,0,0,1391,1584,15121,1231,129,19,38,44,52,50,10,19,10,17,99,0,0,10993,437,0,292,37,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,129,96
20003,3318,368,98,28,9999,0,21,0,4324,90,3,3,1382,490,1555,0,0,62,72,49,0,14,14,0,0,1391,1584,11649,1228,130,14,33,50,44,38,5,0,14,9,94,0,0,11057,479,0,311,42,353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
20992,3318,368,98,28,9999,0,17,0,4328,73,3,3,1382,490,2000,0,0,71,72,51,0,66,0,0,0,1391,1584,9463,1181,128,26,50,50,39,39,19,14,26,9,77,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
21991,3318,368,98,28,9999,0,8,0,4328,34,3,3,1382,490,2000,0,0,71,72,50,0,1,0,0,0,1391,1584,8382,1194,127,19,66,42,52,36,19,19,5,13,71,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
22991,3318,368,98,28,9999,0,9,0,4328,38,3,3,1382,490,2000,0,0,72,72,37,0,0,0,0,0,1391,1584,8181,1202,122,15,57,45,61,33,15,5,14,17,71,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,96
23991,3318,368,98,28,9999,0,21,0,4328,90,3,3,1382,490,2000,0,0,72,72,37,0,0,0,0,0,1391,1584,8629,1200,130,18,56,42,50,33,14,18,10,13,74,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
24992,3318,368,98,28,9999,0,17,0,4328,73,3,3,1382,490,1353,0,0,72,72,35,0,0,0,0,0,1391,1584,8687,1206,129,14,47,47,47,33,14,10,10,13,75,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
25994,3318,368,98,28,9999,0,132,0,4328,571,3,3,1382,490,1353,0,0,72,72,35,0,0,0,0,0,1391,1584,9980,1198,130,19,52,50,44,28,19,19,10,9,89,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
26992,3318,368,98,28,9999,0,0,0,4328,0,3,3,1382,490,1353,0,0,72,72,35,0,0,2,0,0,1391,1584,14003,1248,129,11,50,50,42,35,11,10,10,9,99,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
28002,3318,368,98,28,9999,0,219,0,4330,948,3,3,1382,490,2000,0,0,70,72,38,0,0,63,0,0,1391,1584,54433,1200,130,20,56,42,36,35,4,9,20,17,97,0,0,11057,479,0,311,42,353,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
28992,3318,368,98,28,0,0,52,0,4314,224,3,3,1382,490,1555,0,0,20,72,77,0,33,14,0,0,1391,1584,5511,1249,129,50,100,100,100,100,38,50,39,19,77,0,0,11057,479,0,311,42,353,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
29992,3318,368,98,28,9999,0,4,0,4314,17,3,3,1382,490,1353,0,0,72,72,45,0,58,3,0,0,1391,1584,14649,1227,131,26,56,47,41,45,5,26,5,13,99,0,0,11057,479,0,311,42,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96
30992,3318,368,98,28,9999,0,9,0,4314,38,3,3,1382,490,1353,0,0,66,72,50,0,10,60,0,0,1391,1584,44442,1201,131,9,44,44,42,39,5,9,9,5,99,0,0,11057,479,0,311,42,353,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96
31992,3318,368,98,28,9999,0,27,0,4325,116,3,3,1382,490,1353,0,0,17,72,74,0,17,64,0,0,1391,1584,17196,1218,122,10,50,45,50,38,10,5,5,9,78,0,0,11057,479,0,311,42,353,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,96
32993,3318,368,98,28,9999,0,3,0,4325,12,3,3,1382,490,1353,0,0,28,72,61,0,3,28,0,0,1391,1584,17676,1219,127,19,56,54,38,51,19,14,9,13,99,0,0,11057,479,0,311,42,353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
33992,3318,368,98,28,9999,0,105,0,4325,454,3,3,1382,490,1353,0,0,43,72,50,0,12,61,0,0,1391,1584,15676,1205,131,18,58,40,47,42,14,18,5,5,45,0,0,11057,479,0,311,42,353,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96
34992,3318,368,98,28,9999,0,83,0,4325,358,3,3,1382,490,1353,0,0,35,72,55,0,69,0,0,0,1391,1584,11096,1218,129,19,54,52,47,42,19,19,5,17,99,0,0,11057,479,0,311,42,353,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
35992,3318,368,98,28,9999,0,20,0,4325,86,3,3,1382,490,1353,0,0,68,72,53,0,11,23,0,0,1391,1584,15647,1214,120,20,63,50,43,39,18,14,20,5,98,0,0,11057,479,0,311,42,353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,96
36993,3318,368,98,28,9999,0,22,0,4325,95,3,3,1382,490,1353,0,0,56,72,51,0,14,30,0,0,1391,1584,19276,993,0,14,50,45,40,39,5,14,14,13,96,0,0,11057,479,0,311,42,353,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
37994,3318,368,98,28,9999,0,116,0,4325,501,3,3,1382,490,1353,0,0,46,72,51,0,8,32,0,0,1391,1584,21962,1225,126,18,56,42,38,47,18,14,9,9,94,0,0,11057,479,0,311,42,353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,96
38994,3318,368,98,28,9999,0,73,0,4325,315,3,3,1382,490,1353,0,0,46,72,52,0,39,10,0,0,1391,1584,12622,1053,42,19,52,63,56,55,19,19,18,17,99,0,0,11057,479,0,311,42,353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,96
40004,3316,369,98,28,9999,0,85,0,4325,367,3,3,1382,490,1353,0,0,72,72,52,0,72,0,0,0,1391,1584,12207,1222,130,22,54,56,52,39,22,18,21,9,99,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
40993,3316,369,98,28,9999,0,34,0,4326,147,3,3,1382,490,1353,0,0,70,72,52,0,13,17,0,0,1391,1584,18079,1217,127,19,42,36,58,33,14,19,5,13,99,0,0,11057,480,0,313,42,355,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
41994,3316,369,98,28,9999,0,75,0,4326,324,3,3,1382,490,1353,0,0,50,72,52,0,6,34,0,0,1391,1584,20734,1236,123,14,54,47,50,45,10,14,5,9,99,0,0,11057,480,0,313,42,355,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,96
42995,3316,369,98,28,9999,0,81,0,4326,350,3,3,1382,490,1555,0,0,44,72,50,0,12,26,0,0,1391,1584,12685,1206,130,19,47,50,52,45,19,19,10,9,91,0,0,11057,480,0,313,42,355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
43995,3316,369,98,28,9999,0,30,0,4326,129,3,3,1382,490,1555,0,0,57,72,49,0,45,3,0,0,1391,1584,12245,1218,126,19,52,69,63,60,10,19,5,17,99,0,0,11057,480,0,313,42,355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,96
44994,3316,369,98,28,9999,0,70,0,4329,303,3,3,1382,490,1555,0,0,70,72,49,0,57,1,0,0,1391,1584,10063,1200,129,29,57,47,35,35,29,18,18,5,81,0,0,11057,480,0,313,42,355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
45995,3316,369,98,28,9999,0,23,0,4329,99,3,3,1382,490,1555,0,0,72,72,49,0,25,0,0,0,1391,1584,6998,1189,129,14,58,54,47,40,14,0,5,18,62,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
46993,3316,369,98,28,9999,0,30,0,4329,129,3,3,1382,490,1555,0,0,72,72,36,0,0,0,0,0,1391,1584,11994,1211,129,14,60,47,45,30,10,14,9,13,99,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
47994,3316,369,98,28,9999,0,3,0,4329,12,3,3,1382,490,1555,0,0,72,72,40,0,1,5,0,0,1391,1584,10527,1218,128,18,56,54,44,45,14,18,18,9,80,0,0,11057,480,0,313,42,355,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
48994,3316,369,98,28,9999,0,5,0,4329,21,3,3,1382,490,1555,0,0,71,72,39,0,0,0,0,0,1391,1584,6656,1181,128,19,59,60,77,60,19,19,14,5,59,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
49994,3316,369,98,28,9999,0,7,0,4329,30,3,3,1382,490,1555,0,0,72,72,34,0,0,0,0,0,1391,1584,6573,1173,130,14,55,52,60,53,14,14,10,13,58,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
50994,3316,369,98,28,9999,0,63,0,4329,272,3,3,1382,490,1555,0,0,72,72,33,0,0,0,0,0,1391,1584,6230,1172,129,18,54,52,56,50,5,18,10,13,57,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
51994,3316,369,98,28,9999,0,47,0,4329,203,3,3,1382,490,1555,0,0,72,72,32,0,0,0,0,0,1391,1584,8254,1171,128,22,47,54,54,40,22,5,19,9,69,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,96
52994,3316,369,98,28,9999,0,26,0,4329,112,3,3,1382,490,1555,0,0,73,72,33,0,0,0,0,0,1391,1584,11579,1197,129,18,59,45,56,45,18,14,14,5,95,0,0,11057,480,0,313,42,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96
53994,3316,369,98,28,9999,0,4,0,4329,17,3,3,1382,490,1555,0,0,71,72,38,0,0,16,0,0,1391,1584,16834,1262,131,18,44,54,58,45,18,18,5,9,95,0,0,11057,480,0,313,42,355,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96
54995,3316,369,98,28,9999,0,21,0,4329,90,3,3,1382,490,1555,0,0,52,72,43,0,1,32,0,0,1391,1584,19480,1251,120,22,42,50,47,47,14,22,5,9,98,0,0,11057,480,0,313,42,355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,96
55994,3316,369,98,28,9999,0,10,0,4329,43,3,3,1382,490,1353,0,0,43,72,49,0,3,28,0,0,1391,1584,19952,1227,122,14,47,54,56,51,10,14,5,9,99,0,0,11057,480,0,313,42,355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,96
56995,3316,369,98,28,9999,0,77,0,4329,333,3,3,1382,490,1353,0,0,44,72,51,0,0,52,0,0,1391,1584,65535,897,0,5,51,60,56,52,0,5,0,9,99,0,0,11057,480,0,313,42,355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
57994,3316,369,98,28,9999,0,10,0,4329,43,3,3,1382,490,1555,0,0,14,72,70,0,0,71,0,0,1391,1584,65535,1088,121,5,50,50,47,38,4,4,5,13,99,0,0,11057,480,0,313,42,355,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,96
58994,3316,369,98,28,9999,0,29,0,4329,125,3,3,1382,490,1555,0,0,12,72,96,0,11,67,0,0,1391,1584,16996,1274,127,14,45,50,51,45,5,14,0,13,77,0,0,11057,480,0,313,42,355,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,96
60007,3310,370,98,28,9999,0,1,0,4329,4,3,3,1382,490,1555,0,0,32,72,57,0,4,33,0,0,1391,1584,18589,1240,123,18,52,55,56,40,14,18,9,5,94,0,0,11057,481,0,313,42,356,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,96
60995,3310,370,98,28,9999,0,0,0,4329,0,3,3,1382,490,1353,0,0,52,72,51,0,67,9,0,0,1391,1584,5750,1195,130,23,50,50,54,52,18,23,14,14,55,0,0,11057,481,0,313,42,356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,96
61996,3310,370,98,28,0,0,69,0,4330,298,3,3,1382,490,1353,0,0,60,72,51,0,42,35,0,0,1391,1584,17870,1191,121,5,52,31,33,27,0,5,0,13,78,0,0,11057,481,0,313,42,356,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,96
