Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
989,3263,248,77,23,9999,0,1278,0,3897,4980,4,3,1382,492,2000,1,0,73,72,60,0,97,1,0,0,1622,1759,708,777,422,19,64,64,19,5,14,19,0,0,15,0,0,11807,474,0,156,0,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,422,111
1989,3263,248,77,23,9999,0,1055,0,4010,4230,4,3,1382,492,1708,1,0,73,72,60,0,145,0,0,0,1622,1759,718,487,0,14,55,57,5,14,0,14,0,0,9,0,0,11807,474,0,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,111
2989,3263,248,77,23,9999,0,1448,0,4010,5806,4,3,1382,492,1708,1,0,73,72,60,0,145,0,0,0,1622,1759,718,487,0,14,55,57,5,14,0,14,0,0,9,0,0,11807,474,0,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,111
3990,3263,248,77,23,9999,0,1500,0,4010,6808,4,4,1920,492,1555,1,0,35,72,42,0,2,36,0,0,1622,1759,7651,629,0,40,66,68,40,30,39,23,0,0,64,0,0,11807,474,0,156,0,156,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,111
4989,3263,248,77,23,9999,0,1500,0,3934,7500,4,4,1382,545,1555,1,0,73,72,48,0,33,4,0,0,1622,1759,9058,1260,394,30,61,61,30,21,25,26,0,0,76,0,0,11807,474,0,156,0,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,394,111
5989,3263,248,77,23,9999,0,1500,0,3934,7474,4,4,1382,545,1555,1,0,72,72,61,0,88,0,0,0,1622,1759,9055,1240,390,31,64,66,23,25,31,31,0,0,74,0,0,11807,474,0,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,390,111
6989,3263,248,76,24,9999,0,1500,0,3912,6556,4,5,1382,545,1708,1,0,72,72,57,0,85,0,0,0,1622,1759,10864,903,212,30,64,66,23,23,15,30,0,0,77,0,0,11807,474,0,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,212,111
7989,3263,248,76,24,9999,0,1500,0,3912,6396,4,4,1382,545,1555,1,0,72,72,43,0,38,0,0,0,1622,1759,11277,803,0,26,60,55,26,22,14,25,0,0,92,0,0,11807,474,0,156,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,111
8990,3263,248,76,24,9999,0,1500,0,3912,6317,4,4,1382,545,1708,1,0,37,72,63,0,1,39,0,0,1622,1759,27133,806,0,23,61,57,14,14,23,23,0,0,98,0,0,11807,474,0,156,0,156,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,111
9989,3263,248,76,24,9999,0,1500,0,3912,6853,4,4,1920,545,1708,1,0,51,72,61,0,36,46,0,0,1622,1759,10080,642,0,22,52,52,5,19,22,19,0,0,73,0,0,11807,474,0,156,0,156,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
