Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
989,3708,227,79,41,9999,0,1310,0,4045,5298,4,3,1382,492,2000,1,0,72,72,24,0,0,0,0,0,1622,1759,386,778,426,42,68,60,29,29,33,42,0,0,13,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,426,111
1988,3708,227,79,41,9999,0,1349,0,4031,5437,4,3,1382,492,1555,1,0,72,72,23,0,0,0,0,0,1622,1759,438,777,428,37,66,69,27,23,31,37,0,0,13,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,428,111
2988,3708,227,79,41,9999,0,1500,0,4031,6409,4,3,1382,492,1555,1,0,72,72,23,0,0,0,0,0,1622,1759,438,777,428,37,66,69,27,23,31,37,0,0,13,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,428,111
3989,3708,227,79,41,9999,0,1500,0,4031,6199,4,3,1382,492,1708,1,0,40,72,31,0,18,27,0,0,1622,1759,3098,1071,427,33,66,65,26,23,30,33,0,0,44,0,0,12487,447,0,129,0,129,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,111
4989,3708,227,79,41,9999,0,1500,0,4031,6054,4,3,1382,492,1555,1,0,72,72,33,0,0,0,0,0,1622,1759,4106,1072,423,34,66,65,34,30,30,19,0,0,43,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,111
5989,3708,227,79,41,9999,0,1500,0,4031,6546,4,3,1382,492,1555,1,0,72,72,33,0,0,0,0,0,1622,1759,4106,1072,423,34,66,65,34,30,30,19,0,0,43,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,111
6989,3708,227,79,41,9999,0,1500,0,4031,6199,4,3,1382,492,1555,1,0,72,72,32,0,0,0,0,0,1622,1759,5630,1093,432,36,62,63,36,34,22,33,0,0,50,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,111
7989,3708,227,79,41,9999,0,1500,0,4031,6151,4,3,1382,492,1555,1,0,73,72,31,0,0,0,0,0,1622,1759,4979,1192,428,33,65,65,29,28,28,33,0,0,48,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,111
8989,3708,227,79,41,9999,0,1500,0,4031,6296,4,3,1382,492,1708,1,0,72,72,30,0,0,0,0,0,1622,1759,4737,1153,429,34,70,65,30,34,33,30,0,0,46,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,111
9989,3708,227,79,41,9999,0,1500,0,4031,7082,4,3,1382,492,1708,1,0,72,72,30,0,0,0,0,0,1622,1759,4737,1153,429,34,70,65,30,34,33,30,0,0,46,0,0,12487,447,0,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,111
