name,l_mean,l_std,l_entropy,a_mean,a_std,a_entropy,b_mean,b_std,b_entropy,curvature_mean,curvature_std,curvature_entropy,curvature_ggd1,curvature_ggd2,curvature_aggd1,curvature_aggd2,curvature_aggd3,curvature_aggd4,curvature_gamma1,curvature_gamma2,anisotropy_mean,anisotropy_std,anisotropy_entropy,anisotropy_ggd1,anisotropy_ggd2,anisotropy_aggd1,anisotropy_aggd2,anisotropy_aggd3,anisotropy_aggd4,anisotropy_gamma1,anisotropy_gamma2,linearity_mean,linearity_std,linearity_entropy,linearity_ggd1,linearity_ggd2,linearity_aggd1,linearity_aggd2,linearity_aggd3,linearity_aggd4,linearity_gamma1,linearity_gamma2,planarity_mean,planarity_std,planarity_entropy,planarity_ggd1,planarity_ggd2,planarity_aggd1,planarity_aggd2,planarity_aggd3,planarity_aggd4,planarity_gamma1,planarity_gamma2,sphericity_mean,sphericity_std,sphericity_entropy,sphericity_ggd1,sphericity_ggd2,sphericity_aggd1,sphericity_aggd2,sphericity_aggd3,sphericity_aggd4,sphericity_gamma1,sphericity_gamma2
C:/Users/Usuario/Desktop/dev_repositories_from_GH/NR-3DQA/feature_extract_pc/models/quemador/mesh_quemador_highpoly_1M.ply,20.229593358474204,8.633537715683564,6.636500230997813,21.37570989173981,8.028693270623654,6.928555475183398,11.526964529997807,6.642913894529642,6.608887170822161,0.0004121081,0.00323326,1.4661745734596034,0.2,0.0032594153,0.2,0.6265943861447613,0.105268985,2.6029286,0.01624581302787953,0.025367033831895223,0.9993419,0.0057327407,1.1231596194336884,10.000000000000007,0.9993585,0.2,-0.6356491899639598,2.6288335,0.095080644,30388.135255091824,3.288592643180809e-05,0.44084877,0.17652065,7.2800249146965825,10.000000000000007,0.47487602,2.7960000000000025,-0.021233813420383243,1.0129718,0.9871766,6.237185615988494,0.0706807164817875,0.55849314,0.17656307,7.275051460170466,10.000000000000007,0.58573806,2.7920000000000025,0.020786224800831386,0.987445,1.0126991,10.005444471681585,0.05581892373714643,0.0006580654,0.0057327407,1.1231387800150583,0.2,0.0057703825,0.2,0.6356392012448061,0.09507563,2.6287887,0.013176920287457428,0.04994075936247959
