name,l_mean,l_std,l_entropy,a_mean,a_std,a_entropy,b_mean,b_std,b_entropy,curvature_mean,curvature_std,curvature_entropy,curvature_ggd1,curvature_ggd2,curvature_aggd1,curvature_aggd2,curvature_aggd3,curvature_aggd4,curvature_gamma1,curvature_gamma2,anisotropy_mean,anisotropy_std,anisotropy_entropy,anisotropy_ggd1,anisotropy_ggd2,anisotropy_aggd1,anisotropy_aggd2,anisotropy_aggd3,anisotropy_aggd4,anisotropy_gamma1,anisotropy_gamma2,linearity_mean,linearity_std,linearity_entropy,linearity_ggd1,linearity_ggd2,linearity_aggd1,linearity_aggd2,linearity_aggd3,linearity_aggd4,linearity_gamma1,linearity_gamma2,planarity_mean,planarity_std,planarity_entropy,planarity_ggd1,planarity_ggd2,planarity_aggd1,planarity_aggd2,planarity_aggd3,planarity_aggd4,planarity_gamma1,planarity_gamma2,sphericity_mean,sphericity_std,sphericity_entropy,sphericity_ggd1,sphericity_ggd2,sphericity_aggd1,sphericity_aggd2,sphericity_aggd3,sphericity_aggd4,sphericity_gamma1,sphericity_gamma2
C:/Users/Usuario/Desktop/dev_repositories_from_GH/NR-3DQA/feature_extract_pc/models/quemador/mesh_quemador_xiaomi_1M.ply,19.961691886472614,7.331903269985228,6.223427082652745,20.99094658752656,8.176104929081204,6.911930926152204,9.34742618634749,6.0161802721824245,6.787506099665936,0.00072508276,0.0025973674,2.240517645725974,0.21100000000000002,0.0026966748,0.3290000000000001,0.8602592001035068,0.25218222,2.3089604,0.07793073427514319,0.009304194871519674,0.99888986,0.0040850164,2.0883583746200283,10.000000000000007,0.9988981,0.3190000000000001,-0.8477548103831217,2.3233795,0.24561821,59792.67412263178,1.670588988995039e-05,0.49244937,0.18754077,7.340104992589101,10.000000000000007,0.5269515,2.9030000000000027,-0.0684847014567623,1.0419866,0.95901805,6.894966570726865,0.07142156868613028,0.5064404,0.18740061,7.339454095798821,10.000000000000007,0.54000074,2.902000000000003,0.06853649926074047,0.9589859,1.0420192,7.303232336609881,0.06934469438960414,0.0011102823,0.0040850164,2.088378675978125,0.20700000000000002,0.0042332094,0.3190000000000001,0.8477731959271878,0.24564838,2.3234549,0.07387197372161669,0.015029817961161417
