Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
992,7737,327,54,25,9999,0,1498,0,3656,5476,3,3,1478,490,2000,1,0,72,72,33,0,0,0,0,0,1390,1584,351,677,0,18,28,36,33,41,9,13,18,14,8,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,96
1992,7737,327,54,25,9999,0,1455,0,3656,5319,3,3,1478,490,2000,1,0,72,72,30,0,0,0,0,0,1390,1584,345,679,0,14,34,37,34,43,5,5,14,14,8,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,96
2992,7737,327,54,25,9999,0,1500,0,3656,5813,3,3,1478,490,2000,1,0,72,72,27,0,0,11,0,0,1390,1584,1161,675,0,76,33,34,30,41,76,17,15,15,17,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,96
3992,7737,327,54,25,9999,0,1500,0,3656,7165,3,3,1478,490,2000,1,0,47,72,36,0,17,16,0,0,1390,1584,8896,951,0,14,23,19,28,23,10,13,14,27,75,0,0,12230,440,0,278,40,319,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,96
4992,7737,327,54,25,9999,0,1500,0,3656,7067,3,3,1478,490,2000,1,0,72,72,40,0,0,2,0,0,1390,1584,9168,1008,0,35,27,45,31,35,35,9,9,27,49,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
5993,7737,327,54,25,9999,0,1500,0,3656,7458,3,4,1478,490,2000,1,0,62,72,43,0,16,13,0,0,1390,1584,7750,1427,622,26,45,50,45,40,14,14,26,5,75,0,0,12230,440,0,278,40,319,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,96
6993,7737,327,54,25,9999,0,1500,0,3656,7465,3,4,1478,525,2000,1,0,71,72,46,0,0,0,0,0,1390,1584,8416,1421,699,26,45,39,43,40,26,14,19,19,78,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,96
7993,7737,327,54,25,9999,0,1500,0,3656,7085,3,3,1478,525,2000,1,0,72,72,42,0,0,0,0,0,1390,1584,6949,894,0,26,18,35,33,16,19,0,26,19,59,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
8993,7737,327,54,25,9999,0,1500,0,3656,7344,3,4,1478,490,2000,1,0,72,72,36,0,0,0,0,0,1390,1584,8698,1465,692,22,50,50,42,50,10,22,22,23,78,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,96
9993,7737,327,54,25,9999,0,1500,0,3655,7500,3,4,1478,525,2000,1,0,73,72,38,0,0,0,0,0,1390,1584,9044,1439,667,22,25,52,27,31,22,10,19,27,83,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,96
10993,7737,327,54,25,9999,0,1500,0,3655,7500,3,4,1478,525,2000,1,0,72,72,39,0,0,0,0,0,1390,1584,8840,1445,689,19,38,45,30,42,18,14,19,19,81,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,96
11993,7737,327,54,25,9999,0,1500,0,3655,7500,3,4,1478,525,2000,1,0,72,72,38,0,0,0,0,0,1390,1584,10825,1475,677,23,54,36,36,39,19,10,23,21,94,0,0,12230,440,0,278,40,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,96
12993,7737,327,54,25,9999,0,1500,0,3655,7500,3,4,1478,525,2000,1,0,70,72,40,0,0,18,0,0,1390,1584,16554,1461,611,30,56,57,43,48,14,10,30,22,97,0,0,12230,440,0,278,40,319,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,96
13994,7737,327,54,25,9999,0,1500,0,3655,7500,3,3,1478,525,2000,1,0,54,72,47,0,10,20,0,0,1390,1584,16978,1029,0,21,50,50,39,42,10,21,15,30,99,0,0,12230,440,0,278,40,319,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
14994,7737,327,54,25,9999,0,1500,0,3655,7394,3,4,1478,490,2000,1,0,54,72,53,0,14,32,0,0,1390,1584,16244,1055,630,23,50,38,37,57,23,23,10,42,87,0,0,12230,440,0,278,40,319,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,96
15994,7737,327,54,25,9999,0,1500,0,3655,7500,3,4,1478,525,2000,1,0,47,72,53,0,19,17,0,0,1390,1584,14541,1470,604,19,55,37,38,47,19,14,14,16,99,0,0,12230,440,0,278,40,319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,96
16994,7737,327,54,25,9999,0,1500,0,3655,7258,3,4,1478,525,2000,1,0,47,72,54,0,19,17,0,0,1390,1584,14541,1470,604,19,55,37,38,47,19,14,14,16,99,0,0,12230,440,0,278,40,319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,96
